bsn,age,has_partner,income,net_worth,work_years,residence_years,is_student,study_grant,zorgtoeslag_eligible,zorgtoeslag_amount,aow_eligible,aow_amount,aow_accrual
999583004,83,True,17625.0,56197.0,50.0,43.036534871146,False,0.0,True,2891.88,True,952.0,1.0
999482279,77,True,100901.0,50585.0,40.019144836111835,50.0,False,0.0,True,0.0,True,952.0,1.0
999590387,43,False,39484.0,48941.0,14.948798949212144,23.34196716497317,False,0.0,True,0.0,False,0.0,0.0
999464383,84,False,49099.0,102430.0,40.02854032828888,44.51305483940013,False,0.0,True,0.0,True,1380.0,1.0
999889272,25,True,14215.0,39613.0,5.016292262286594,9.150230870877966,False,0.0,True,3037.01,False,0.0,0.0
999756128,24,True,77364.0,74715.0,4.984105038863246,7.599299817399165,True,4352.0,True,0.0,False,0.0,0.0
999328062,22,True,34409.0,824123.0,3.596399354315947,4.899798172008286,True,2001.0,True,0.0,False,0.0,0.0
999315070,15,True,41478.0,464181.0,0.0,0.0,False,0.0,False,0.0,False,0.0,0.0
999508628,33,True,45959.0,35163.0,14.447184489274003,14.799432325790404,False,0.0,True,1685.98,False,0.0,0.0
999941063,29,True,17305.0,59752.0,7.160858339604861,11.842526739922048,False,0.0,True,2905.5,False,0.0,0.0
999678543,37,False,77298.0,274936.0,19.256395642282012,16.863741492345998,False,0.0,True,0.0,False,0.0,0.0
999950526,27,True,31626.0,257544.0,6.645619658664393,11.261109291819961,True,4352.0,True,0.0,False,0.0,0.0
999734744,28,True,26151.0,110782.0,9.480615054820232,11.699970080461854,True,2919.0,True,2506.26,False,0.0,0.0
999139763,36,False,17074.0,24594.0,18.25153051408029,18.762445617799184,False,0.0,True,1500.18,False,0.0,0.0
999838093,55,False,83006.0,14730.0,28.622839330853576,26.719631889876897,False,0.0,False,0.0,False,0.0,0.0
999825110,65,True,86979.0,67882.0,32.681125322125055,34.63596219207566,False,0.0,True,0.0,False,0.0,0.0
999685013,63,True,30339.0,49750.0,39.84989021466495,41.990476128065886,False,0.0,True,2350.77,False,0.0,0.0
999678969,30,True,69870.0,50239.0,13.452777459012772,10.924915042181325,False,0.0,True,0.0,False,0.0,0.0
999991741,34,True,13017.0,102670.0,16.27671499002426,16.20189449921329,False,0.0,True,3088.0,False,0.0,0.0
999696195,58,False,21283.0,45203.0,23.757460241872806,34.5823359749678,False,0.0,True,1421.09,False,0.0,0.0
999823477,34,True,51658.0,11296.0,12.807061634213726,17.391065367635335,False,0.0,True,0.0,False,0.0,0.0
999538702,30,True,62603.0,168581.0,11.280515777518245,12.686871157946248,False,0.0,True,0.0,False,0.0,0.0
999474765,68,True,50698.0,36497.0,41.635623489505576,48.27412832113281,False,0.0,True,0.0,True,952.0,1.0
999137361,71,True,38212.0,179291.0,49.203823962515465,35.00018954070424,False,0.0,True,2015.7,True,952.0,1.0
999609831,47,False,30579.0,43832.0,25.036434721979163,21.56302053046883,False,0.0,True,1246.42,False,0.0,0.0
999979382,75,False,50045.0,209905.0,31.714186009157743,41.95478665702579,False,0.0,True,0.0,True,1380.0,1.0
999341094,20,False,16856.0,4680.0,2.8330579888122487,3.012436823589188,False,0.0,True,1504.28,False,0.0,0.0
999687824,79,True,33747.0,255048.0,50.0,44.21035241951668,False,0.0,True,0.0,True,952.0,1.0
999844397,79,True,63164.0,6202.0,37.58601185647157,40.738488795948385,False,0.0,True,0.0,True,952.0,1.0
999422735,57,True,100058.0,39636.0,25.732903244074766,28.514509939784823,False,0.0,True,0.0,False,0.0,0.0
999420277,58,True,47066.0,38856.0,31.770462369060052,29.911919338951854,False,0.0,True,1638.87,False,0.0,0.0
999832123,51,True,47239.0,71365.0,24.222459776319347,28.155409587664995,False,0.0,True,1631.51,False,0.0,0.0
999763743,51,True,20855.0,98257.0,23.92461063716067,31.670718099778476,False,0.0,True,2754.41,False,0.0,0.0
999166383,23,False,29523.0,55464.0,4.872769815000797,6.068195128875839,True,2438.0,True,1256.92,False,0.0,0.0
999322210,65,True,47211.0,91343.0,37.97921662868394,30.947919444922782,False,0.0,True,1632.7,False,0.0,0.0
999165893,62,True,52364.0,73196.0,37.97181233676282,34.228781469347744,False,0.0,True,0.0,False,0.0,0.0
999109319,45,True,48526.0,45144.0,18.28618367502195,18.65810358920891,False,0.0,True,0.0,False,0.0,0.0
999683866,43,True,15346.0,50690.0,16.094454657273744,17.304923545305584,False,0.0,True,2988.87,False,0.0,0.0
999244569,23,True,85304.0,196432.0,5.204192387665482,5.670686077606031,False,0.0,True,0.0,False,0.0,0.0
999232334,28,True,35211.0,34815.0,7.611434926408695,8.94244676961054,False,0.0,True,2143.42,False,0.0,0.0
999561260,73,False,31697.0,184563.0,46.402295000556485,35.65223027294656,False,0.0,True,0.0,True,1380.0,1.0
999918360,27,False,39878.0,9969.0,9.102507054759258,11.187994652304704,True,2920.0,True,0.0,False,0.0,0.0
999688926,66,False,48327.0,241394.0,31.50840037182584,42.36769180454858,False,0.0,True,0.0,False,0.0,0.0
999575679,71,True,25897.0,43359.0,45.55986780963611,49.522654344124426,False,0.0,True,2539.82,True,952.0,1.0
999138859,60,True,29633.0,49260.0,35.96212792629887,33.87709424367013,False,0.0,True,2380.82,False,0.0,0.0
999540676,77,False,62318.0,107572.0,50.0,50.0,False,0.0,True,0.0,True,1380.0,1.0
999569059,74,True,48722.0,36539.0,42.46545752881914,43.848149458733296,False,0.0,False,0.0,True,952.0,1.0
999804955,77,True,17758.0,17879.0,39.78777429126311,45.053409392480994,False,0.0,True,2886.22,True,952.0,1.0
999839090,78,False,18894.0,64998.0,37.82073733958353,40.74097847252514,False,0.0,True,1465.98,True,1380.0,1.0
999413734,62,True,51326.0,92008.0,29.355654399730888,33.93133657951606,False,0.0,True,0.0,False,0.0,0.0
999629521,65,True,61497.0,47463.0,38.96714871572682,41.72734412394229,False,0.0,True,0.0,False,0.0,0.0
999938430,58,True,68873.0,25242.0,33.9656935425326,30.65085758321764,False,0.0,False,0.0,False,0.0,0.0
999573109,54,True,18736.0,7789.0,29.074550688825934,33.51315286069061,False,0.0,True,2844.6,False,0.0,0.0
999489221,31,True,35132.0,72229.0,12.162341943177733,9.671404293448623,False,0.0,True,2146.78,False,0.0,0.0
999283021,22,True,24831.0,368986.0,3.679362882689409,6.091131800603773,True,3308.0,True,0.0,False,0.0,0.0
999227603,55,True,59721.0,8979.0,33.007173656633576,24.251299171047012,False,0.0,True,0.0,False,0.0,0.0
999990386,58,True,20669.0,90458.0,33.235036690114896,36.286712810622795,False,0.0,False,0.0,False,0.0,0.0
999807289,28,True,29310.0,20907.0,6.901374670662873,8.451252041978124,False,0.0,True,2394.57,False,0.0,0.0
999297333,28,True,140031.0,83275.0,11.00007865974868,8.963612757523649,False,0.0,True,0.0,False,0.0,0.0
999568598,67,True,13998.0,45952.0,43.62989379575864,37.3581232014064,False,0.0,True,3046.25,True,952.0,1.0
999960648,67,True,55311.0,18876.0,36.27984624100379,39.02648989435313,False,0.0,True,0.0,True,952.0,1.0
999578383,62,True,130719.0,29960.0,34.150636867420616,37.54811583137798,False,0.0,True,0.0,False,0.0,0.0
999725944,57,True,41849.0,16819.0,26.164963497934927,31.087696676242906,False,0.0,True,1860.91,False,0.0,0.0
999857651,63,True,44538.0,17323.0,40.5494071931016,43.47854611575711,False,0.0,False,0.0,False,0.0,0.0
999506799,55,True,64435.0,13452.0,21.441504081040463,36.06910096569259,False,0.0,True,0.0,False,0.0,0.0
999927585,29,True,36871.0,38094.0,9.515017223125582,11.572849110167866,True,3774.0,True,2060.51,False,0.0,0.0
999412845,26,True,28547.0,29251.0,8.797834470420637,8.123826716614987,False,0.0,True,2427.04,False,0.0,0.0
999358674,47,False,58427.0,161700.0,16.456190301961996,22.051520527400065,False,0.0,True,0.0,False,0.0,0.0
999979409,37,False,19285.0,171580.0,13.66632633341078,14.824793056506298,False,0.0,True,0.0,False,0.0,0.0
999247421,28,False,57606.0,97615.0,7.89844541119106,8.8833556793696,False,0.0,True,0.0,False,0.0,0.0
999969845,24,True,50984.0,38958.0,4.63338716397013,6.4887881239237295,False,0.0,True,0.0,False,0.0,0.0
999581351,30,True,30929.0,77125.0,8.042847423778483,12.414369847262002,False,0.0,True,2325.66,False,0.0,0.0
999894914,47,True,51364.0,16806.0,20.330010715630948,27.97048845500583,False,0.0,True,0.0,False,0.0,0.0
999121039,49,True,30418.0,31980.0,19.213513378210305,23.21889823804985,False,0.0,True,2347.41,False,0.0,0.0
999510315,80,False,32775.0,29856.0,47.50096540568069,39.88072919829251,False,0.0,True,1205.16,True,1380.0,1.0
999522390,29,True,44010.0,65504.0,7.441842186425693,13.186209240133014,False,0.0,True,1768.93,False,0.0,0.0
999152334,27,True,55563.0,1000000.0,8.171920524965648,10.742945597482615,False,0.0,True,0.0,False,0.0,0.0
999570226,68,False,73146.0,35936.0,40.776928852571416,34.93050179837047,False,0.0,True,0.0,True,1380.0,1.0
999144438,42,False,41058.0,36648.0,22.947924460707966,20.225446816959415,False,0.0,True,0.0,False,0.0,0.0
999329890,83,True,16756.0,71209.0,50.0,48.442105774211235,False,0.0,True,2928.86,True,952.0,1.0
999866400,82,True,58048.0,23762.0,35.95988467207031,40.460392970050265,False,0.0,True,0.0,True,952.0,1.0
999612962,29,True,76957.0,77032.0,11.200320421641177,11.849917184332464,False,0.0,True,0.0,False,0.0,0.0
999449289,26,True,22349.0,321135.0,7.514393674054652,8.33977592099586,False,0.0,True,0.0,False,0.0,0.0
999432158,30,True,22664.0,41925.0,8.256761242586117,12.033497551760162,False,0.0,True,2677.42,False,0.0,0.0
999692395,30,True,16605.0,34012.0,11.475861872376283,14.088094557856007,False,0.0,True,2935.29,False,0.0,0.0
999609479,74,True,17632.0,31266.0,31.048081243273778,39.54425299261023,False,0.0,True,2891.58,True,952.0,1.0
999319849,69,True,34131.0,45836.0,39.17332717272024,50.0,False,0.0,True,2189.38,True,952.0,1.0
999351399,62,True,29676.0,51826.0,27.74217581421409,33.830610508095084,False,0.0,True,2378.99,False,0.0,0.0
999454230,68,True,27578.0,21843.0,39.49979047343445,45.500176536488716,False,0.0,True,2468.28,True,952.0,1.0
999152596,75,True,47505.0,20066.0,45.137379166928525,38.015802076410225,False,0.0,True,1620.19,True,952.0,1.0
999122037,78,True,9977.0,11032.0,50.0,41.383982532497384,False,0.0,True,3217.38,True,952.0,1.0
999313410,37,True,79175.0,35690.0,14.21369427813059,18.53349670330136,False,0.0,True,0.0,False,0.0,0.0
999301386,38,True,18365.0,71219.0,19.618980078738,20.99909153614531,False,0.0,True,2860.39,False,0.0,0.0
999756309,27,True,33691.0,136212.0,9.350357203712383,7.508199605980021,True,3074.0,True,2192.82,False,0.0,0.0
999605365,27,True,35107.0,582700.0,8.150902691030193,11.391090422423593,False,0.0,True,0.0,False,0.0,0.0
999852438,36,False,32971.0,50102.0,14.41144514856049,16.87564175464999,False,0.0,True,1201.47,False,0.0,0.0
999393924,27,True,53292.0,615812.0,7.756127132113839,11.062076084994533,False,0.0,True,0.0,False,0.0,0.0
999945016,40,True,45747.0,78148.0,21.972909492374093,16.921894332599027,False,0.0,True,1695.01,False,0.0,0.0
999748864,48,False,24159.0,161477.0,18.60654142381786,27.28116460554992,False,0.0,True,0.0,False,0.0,0.0
999550824,57,True,39919.0,27506.0,28.138989561528952,36.623477521886514,False,0.0,True,1943.05,False,0.0,0.0
999586544,60,True,55052.0,78826.0,25.522418883578073,40.363118861820716,False,0.0,True,0.0,False,0.0,0.0
999999422,70,True,68144.0,649709.0,39.57687690340734,49.76905523890414,False,0.0,True,0.0,True,952.0,1.0
999785322,73,True,28796.0,56738.0,34.7259227542898,50.0,False,0.0,True,2416.44,True,952.0,1.0
999328482,59,True,16335.0,62557.0,34.40835960818951,28.876424220145076,False,0.0,True,2946.78,False,0.0,0.0
999295325,71,True,24059.0,53105.0,39.29500964031101,39.78024444448077,False,0.0,True,2618.05,True,952.0,1.0
999313186,74,True,72698.0,142051.0,29.82864979550004,41.93115513062642,False,0.0,True,0.0,True,952.0,1.0
999799557,71,True,43426.0,522604.0,39.899779892405235,35.964661388808025,False,0.0,True,0.0,True,952.0,1.0
999597135,45,False,103355.0,52502.0,20.778076116923334,19.53752602333594,False,0.0,True,0.0,False,0.0,0.0
999246393,50,True,33432.0,162916.0,20.31082961424705,21.030767259763497,False,0.0,True,2219.13,False,0.0,0.0
999926098,47,True,47416.0,105820.0,28.041116923150916,20.810884198329536,False,0.0,True,1623.98,False,0.0,0.0
999452574,19,False,23977.0,35638.0,3.0225235982843284,2.8359192258179533,True,3963.0,True,1358.71,False,0.0,0.0
999702888,42,False,38420.0,55718.0,23.922061249616778,17.945833258159578,False,0.0,True,0.0,False,0.0,0.0
999361949,44,False,81199.0,281683.0,19.558086241899787,22.433498138863715,False,0.0,False,0.0,False,0.0,0.0
999338223,17,False,68224.0,16005.0,1.2081900729340964,1.2312086830634583,False,0.0,False,0.0,False,0.0,0.0
999998830,62,False,60482.0,11569.0,32.26324933267638,42.293632493265456,False,0.0,True,0.0,False,0.0,0.0
999699093,75,True,24405.0,124189.0,41.9406708054685,37.23777120316212,False,0.0,True,2603.32,True,952.0,1.0
999496116,61,True,24094.0,40952.0,32.77515076886664,38.14611119220152,False,0.0,True,2616.56,False,0.0,0.0
999552841,24,True,74195.0,77684.0,7.612981884231295,6.977605244016138,True,4092.0,True,0.0,False,0.0,0.0
999442762,33,True,38730.0,81242.0,11.933181260814596,13.997423132110436,False,0.0,True,1993.65,False,0.0,0.0
999473606,75,True,29121.0,99666.0,47.191082254450215,38.9937791633986,False,0.0,True,2402.61,True,952.0,1.0
999298576,76,True,19536.0,11107.0,50.0,50.0,False,0.0,True,2810.55,True,952.0,1.0
999190231,50,True,42589.0,14347.0,25.399515440315394,21.795229690904307,False,0.0,True,1829.41,False,0.0,0.0
999850766,42,True,44065.0,43755.0,23.382222289292784,21.834728992808603,False,0.0,True,1766.59,False,0.0,0.0
999428028,83,False,27415.0,23520.0,34.9678322958659,50.0,False,0.0,True,1305.87,True,1380.0,1.0
999473255,69,False,27452.0,12233.0,33.098994795699284,50.0,False,0.0,True,1305.18,True,1380.0,1.0
999543831,20,True,28306.0,82002.0,2.8170824862757153,3.488498365372184,True,2511.0,True,2418.41,False,0.0,0.0
999446937,8,True,38784.0,3300.0,0.0,0.0,True,4484.0,False,0.0,False,0.0,0.0
999142605,46,True,34264.0,194847.0,26.540530708501496,20.916613488090043,False,0.0,True,0.0,False,0.0,0.0
999290864,44,True,70949.0,77232.0,22.676309890857212,21.38587576863142,False,0.0,True,0.0,False,0.0,0.0
999718128,60,False,29562.0,366953.0,30.158169999182377,30.81019829621906,False,0.0,False,0.0,False,0.0,0.0
999385528,31,True,41846.0,85631.0,10.032294450201414,12.215275736777784,False,0.0,False,0.0,False,0.0,0.0
999406931,41,True,13184.0,75673.0,17.59262642238369,18.54745243468885,False,0.0,True,3080.89,False,0.0,0.0
999344829,72,True,25789.0,22452.0,35.99897641857425,43.4541502714526,False,0.0,True,2544.42,True,952.0,1.0
999141741,73,True,23827.0,36660.0,41.04502254574049,50.0,False,0.0,True,2627.92,True,952.0,1.0
999353816,36,False,39670.0,53036.0,18.038474144666576,13.912483143002625,False,0.0,True,0.0,False,0.0,0.0
999811744,39,True,48341.0,279007.0,16.67046718498261,18.251760973052704,False,0.0,False,0.0,False,0.0,0.0
999824939,43,True,31980.0,20093.0,16.30265068877453,24.210745857681445,False,0.0,True,2280.93,False,0.0,0.0
999905648,23,True,42790.0,81627.0,6.445021124369234,4.813670207190879,True,3074.0,True,1808.6,False,0.0,0.0
999281160,20,True,21556.0,116880.0,4.022074233541362,3.1990731355028013,False,0.0,True,2724.58,False,0.0,0.0
999501518,29,True,23414.0,86620.0,8.790451970955983,12.171400465672104,False,0.0,True,2645.5,False,0.0,0.0
999596921,31,True,33404.0,37190.0,10.982506999630587,13.870056091856757,False,0.0,True,2220.33,False,0.0,0.0
999368536,37,False,81054.0,4506.0,13.00844819649223,13.711578155067922,False,0.0,True,0.0,False,0.0,0.0
999776994,32,True,26362.0,35304.0,12.632229695467249,13.08012956007504,False,0.0,False,0.0,False,0.0,0.0
999974837,26,True,51846.0,55036.0,5.962149594785226,6.83899230847261,False,0.0,True,0.0,False,0.0,0.0
999492148,49,False,53969.0,159380.0,21.94947432495385,20.96241062965678,False,0.0,True,0.0,False,0.0,0.0
999175716,50,True,118129.0,508174.0,19.5743391827821,31.147159864208184,False,0.0,True,0.0,False,0.0,0.0
999854328,46,True,34150.0,45564.0,15.681703399421728,20.17165287779429,False,0.0,True,2188.58,False,0.0,0.0
999549953,66,True,37725.0,46803.0,42.422590559777426,38.23823865382056,False,0.0,False,0.0,False,0.0,0.0
999601601,67,True,24359.0,62731.0,44.02148508591176,48.767902595381884,False,0.0,True,2605.28,True,952.0,1.0
999963808,51,False,43273.0,98754.0,28.467524675926196,33.247544419961955,False,0.0,True,0.0,False,0.0,0.0
999641401,26,False,23502.0,33226.0,7.3528476211760845,7.23918817482265,True,2356.0,True,1368.96,False,0.0,0.0
999374948,61,True,68572.0,8174.0,24.291575836009905,32.98810409640329,False,0.0,True,0.0,False,0.0,0.0
999726695,57,True,55818.0,96808.0,21.280114577046078,35.220069158580095,False,0.0,True,0.0,False,0.0,0.0
999664269,47,False,16693.0,31581.0,18.39176854495771,22.954171159581676,False,0.0,True,1507.34,False,0.0,0.0
999640874,46,False,27643.0,68357.0,24.4739320027444,22.418124306495837,False,0.0,True,1301.59,False,0.0,0.0
999272007,35,True,52177.0,201631.0,16.493462490094547,13.517185994676272,False,0.0,True,0.0,False,0.0,0.0
999717148,33,True,30868.0,47462.0,9.558409246542105,11.98127051383254,False,0.0,True,2328.26,False,0.0,0.0
999103345,21,False,34771.0,230187.0,4.490700370476939,4.896312897901863,False,0.0,True,0.0,False,0.0,0.0
999516176,36,False,52382.0,30944.0,15.328579145854459,17.465328583099296,False,0.0,True,0.0,False,0.0,0.0
999893233,83,False,49722.0,37869.0,37.68891543471245,50.0,False,0.0,True,0.0,True,1380.0,1.0
999450453,39,True,40825.0,70749.0,13.007413604523833,22.345486984818344,False,0.0,True,1904.49,False,0.0,0.0
999876857,37,True,25064.0,93916.0,15.92323087572008,20.54854230350969,False,0.0,True,2575.28,False,0.0,0.0
999241039,58,True,74047.0,78163.0,36.595551733300255,30.8940708182092,False,0.0,True,0.0,False,0.0,0.0
999857442,58,True,28246.0,47803.0,32.50114744897089,36.26785344965701,False,0.0,True,2439.85,False,0.0,0.0
999357180,43,True,101037.0,204408.0,16.14010184252649,23.651940944926118,False,0.0,False,0.0,False,0.0,0.0
999749407,41,True,47856.0,355225.0,14.966352439622693,20.78248013952226,False,0.0,True,0.0,False,0.0,0.0
999318785,30,True,28451.0,263892.0,8.693443408759665,13.351717029965084,False,0.0,True,0.0,False,0.0,0.0
999488834,27,True,17966.0,528406.0,8.002568913686176,10.989235530381684,False,0.0,True,0.0,False,0.0,0.0
999851368,45,False,27128.0,75948.0,20.055183777830614,21.492334617897498,False,0.0,True,1311.26,False,0.0,0.0
999544155,57,False,63623.0,25538.0,36.33998727472713,38.41648987047567,False,0.0,True,0.0,False,0.0,0.0
999136480,27,True,32122.0,158840.0,7.778701937061358,11.368001022573463,False,0.0,True,2274.89,False,0.0,0.0
999804250,23,True,112237.0,18316.0,4.890796406210783,5.959264821748688,False,0.0,True,0.0,False,0.0,0.0
999131878,41,True,23625.0,22790.0,19.887568624851934,23.02652243044479,False,0.0,True,2636.52,False,0.0,0.0
999709587,42,True,118627.0,22581.0,24.283508373443496,18.82970044934913,False,0.0,True,0.0,False,0.0,0.0
999617770,66,False,39763.0,34190.0,31.075064204021288,42.678112326418635,False,0.0,True,0.0,False,0.0,0.0
999849116,42,False,24933.0,198068.0,15.394405664295434,17.892283263541117,False,0.0,True,0.0,False,0.0,0.0
999759897,19,True,63724.0,21476.0,2.4913974327991517,3.7006842014120664,False,0.0,False,0.0,False,0.0,0.0
999343538,21,True,55264.0,86073.0,4.465868879567903,4.18068777073743,False,0.0,True,0.0,False,0.0,0.0
999574005,27,True,62407.0,79282.0,8.118896066928805,7.704854787789756,True,3801.0,True,0.0,False,0.0,0.0
999924005,30,True,57971.0,34052.0,8.70119191516781,10.30501182251318,False,0.0,True,0.0,False,0.0,0.0
999265959,76,False,13759.0,25369.0,33.29945224520566,49.0053766456949,False,0.0,True,1562.47,True,1380.0,1.0
999768443,66,True,36188.0,79760.0,28.60956083992466,41.47066066186395,False,0.0,True,2101.84,False,0.0,0.0
999187645,66,True,24950.0,24937.0,35.41552947764067,31.90641960798592,False,0.0,True,2580.13,False,0.0,0.0
999355634,73,True,21834.0,146316.0,45.525007200116754,40.751001667917926,False,0.0,True,2712.74,True,952.0,1.0
999827809,76,True,46120.0,18147.0,31.042940928675876,42.53106709824775,False,0.0,True,1679.13,True,952.0,1.0
999678048,48,False,38088.0,25645.0,28.127318479969773,28.22617333190273,False,0.0,True,0.0,False,0.0,0.0
999471988,46,True,27224.0,146431.0,20.81437225358055,26.912512453184465,False,0.0,True,2483.35,False,0.0,0.0
999503831,43,True,24386.0,98810.0,23.74731671063818,20.407760966692592,False,0.0,True,2604.13,False,0.0,0.0
999603057,32,True,41297.0,5349.0,13.65856368625836,13.555921498925626,False,0.0,True,1884.4,False,0.0,0.0
999274129,33,True,65272.0,75638.0,14.527528163802774,13.099673319321063,False,0.0,True,0.0,False,0.0,0.0
999609933,41,True,26358.0,61092.0,17.26785824085166,17.334431818012145,False,0.0,True,2520.2,False,0.0,0.0
999431437,38,True,30930.0,149421.0,17.74259241319142,17.577064005360533,False,0.0,True,2325.62,False,0.0,0.0
999892378,28,True,33514.0,68063.0,9.523646606352493,10.219981259222505,False,0.0,True,2215.64,False,0.0,0.0
999717118,27,True,40694.0,36863.0,9.57738238276693,8.910458710206091,True,3506.0,True,1897.81,False,0.0,0.0
999506812,26,True,42263.0,14607.0,7.034111007599931,7.709103038715286,False,0.0,True,1843.29,False,0.0,0.0
999191569,24,True,27384.0,233449.0,5.742358573218836,6.565977133844425,False,0.0,True,0.0,False,0.0,0.0
999418664,21,True,55604.0,38748.0,4.626804710272646,3.9367065714088874,True,3576.0,True,0.0,False,0.0,0.0
999686719,28,True,77183.0,36940.0,8.402364377137369,11.862999230779758,True,3587.0,True,0.0,False,0.0,0.0
999861444,78,False,29544.0,18255.0,41.65898494607523,50.0,False,0.0,True,1265.87,True,1380.0,1.0
999711095,82,True,47821.0,79966.0,50.0,45.120377996547596,False,0.0,True,1606.74,True,952.0,1.0
999220437,82,True,101939.0,55453.0,35.58829204647324,50.0,False,0.0,True,0.0,True,952.0,1.0
999704439,78,True,34024.0,98549.0,32.95263558852186,50.0,False,0.0,True,2193.94,True,952.0,1.0
